Project Name,Package Name,Type Name,Method Name,Test Smell,Cause of the Smell
commons-io,org.apache.commons.io,FileUtilsTest,testMoveFile_CopyDelete,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-io,org.apache.commons.io,FileUtilsTest,testMoveFile_CopyDelete_Failed,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-io,org.apache.commons.io,FileUtilsTest,testMoveFile_CopyDelete_WithFileDatePreservation,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-io,org.apache.commons.io,FileUtilsTest,testMoveFile_CopyDelete_WithoutFileDatePreservation,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-io,org.apache.commons.io,FileUtilsTest,testMoveFile_CopyDelete_WithoutFileDatePreservation,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
commons-io,org.apache.commons.io,FileUtilsTest,testMoveFile_Errors,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
commons-io,org.apache.commons.io,FileUtilsTest,testMoveFile_Errors,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
commons-io,org.apache.commons.io,FileUtilsTest,testMoveFile_Rename,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-io,org.apache.commons.io,FileUtilsTest,testMoveFileToDirectory,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-io,org.apache.commons.io,FileUtilsTest,testMoveFileToDirectory_Errors,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
commons-io,org.apache.commons.io,FileUtilsTest,testMoveFileToDirectory_Errors,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
commons-io,org.apache.commons.io,FileUtilsTest,testMoveToDirectory,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
commons-io,org.apache.commons.io,FileUtilsTest,testMoveToDirectory,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
commons-io,org.apache.commons.io,FileUtilsTest,testMoveToDirectory_Errors,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-io,org.apache.commons.io,FileUtilsTest,testReadFileToByteArray,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-io,org.apache.commons.io,FileUtilsTest,testSizeOf,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-io,org.apache.commons.io,FileUtilsTest,testSizeOfAsBigInteger,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-io,org.apache.commons.io,FileUtilsTest,testSizeOfDirectory,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-io,org.apache.commons.io,FileUtilsTest,testSizeOfDirectoryAsBigInteger,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
commons-io,org.apache.commons.io,FileUtilsTest,testToFile3,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-io,org.apache.commons.io,FileUtilsTest,testToFiles1,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-io,org.apache.commons.io,FileUtilsTest,testToFiles2,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-io,org.apache.commons.io,FileUtilsTest,testTouch,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
commons-io,org.apache.commons.io,FileUtilsTest,testTouchDirDoesNotExist,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-io,org.apache.commons.io,FileUtilsTest,testToURLs1,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
commons-io,org.apache.commons.io,FileUtilsWaitForTest,testWaitFor0,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-io,org.apache.commons.io,FileUtilsWaitForTest,testWaitForInterrupted,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-io,org.apache.commons.io,FileUtilsWaitForTest,testWaitForInterrupted,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.io.FileUtils.waitFor; org.apache.commons.io.FileUtils.current
commons-io,org.apache.commons.io,FileUtilsWaitForTest,testWaitForNegativeDuration,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-io,org.apache.commons.io,HexDumpTest,testDumpAppendable,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
commons-io,org.apache.commons.io,HexDumpTest,testDumpAppendable,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.io.HexDump.dump; org.apache.commons.io.HexDump.dump
commons-io,org.apache.commons.io,HexDumpTest,testDumpOutputStream,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
commons-io,org.apache.commons.io,HexDumpTest,testDumpOutputStream,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.io.output.ByteArrayOutputStream.toByteArray; org.apache.commons.io.HexDump.dump
commons-io,org.apache.commons.io,IOCaseTest,test_checkCompare_case,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
commons-io,org.apache.commons.io,IOCaseTest,test_checkCompare_functionality,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
commons-io,org.apache.commons.io,IOCaseTest,test_checkEndsWith_case,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
commons-io,org.apache.commons.io,IOCaseTest,test_checkEndsWith_functionality,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 12
commons-io,org.apache.commons.io,IOCaseTest,test_checkEquals_case,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
commons-io,org.apache.commons.io,IOCaseTest,test_checkEquals_functionality,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 12
commons-io,org.apache.commons.io,IOCaseTest,test_checkIndexOf_case,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
commons-io,org.apache.commons.io,IOCaseTest,test_checkIndexOf_functionality,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 29
commons-io,org.apache.commons.io,IOCaseTest,test_checkRegionMatches_case,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
commons-io,org.apache.commons.io,IOCaseTest,test_checkRegionMatches_functionality,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 24
commons-io,org.apache.commons.io,IOCaseTest,test_checkStartsWith_case,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
commons-io,org.apache.commons.io,IOCaseTest,test_checkStartsWith_functionality,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 12
commons-io,org.apache.commons.io,IOCaseTest,test_forName,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-io,org.apache.commons.io,IOCaseTest,test_getName,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-io,org.apache.commons.io,IOCaseTest,test_getScratchByteArray,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-io,org.apache.commons.io,IOCaseTest,test_getScratchByteArrayWriteOnly,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-io,org.apache.commons.io,IOCaseTest,test_getScratchCharArray,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-io,org.apache.commons.io,IOCaseTest,test_getScratchCharArrayWriteOnly,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-io,org.apache.commons.io,IOCaseTest,test_isCaseSensitive,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-io,org.apache.commons.io,IOCaseTest,test_isCaseSensitive_static,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-io,org.apache.commons.io,IOCaseTest,test_serialization,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-io,org.apache.commons.io,IOCaseTest,test_toString,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-io,org.apache.commons.io,IOExceptionListTest,testCause,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
commons-io,org.apache.commons.io,IOExceptionListTest,testCause,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.io.IOExceptionList.getCauseList; org.apache.commons.io.IOExceptionList.getCause
commons-io,org.apache.commons.io,IOExceptionListTest,testCheckEmpty,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-io,org.apache.commons.io,IOExceptionListTest,testEmptyList,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-io,org.apache.commons.io,IOExceptionListTest,testIterable,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-io,org.apache.commons.io,IOExceptionListTest,testMessageCause,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
commons-io,org.apache.commons.io,IOExceptionListTest,testMessageCause,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.io.IOExceptionList.getCauseList; org.apache.commons.io.IOExceptionList.getCause
commons-io,org.apache.commons.io,IOExceptionListTest,testNullCause,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-io,org.apache.commons.io,IOExceptionListTest,testNullMessageArg,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-io,org.apache.commons.io,IOExceptionListTest,testPrintStackTrace,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-io,org.apache.commons.io,IOExceptionWithCauseTest,testIOExceptionStringThrowable,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-io,org.apache.commons.io,IOExceptionWithCauseTest,testIOExceptionThrowable,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-io,org.apache.commons.io,IOIndexedExceptionTest,testEdge,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-io,org.apache.commons.io,IOIndexedExceptionTest,testPlain,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-io,org.apache.commons.io,IOUtilsCopyTest,testCopy_byteArrayOutputStreamToInputStream,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-io,org.apache.commons.io,IOUtilsCopyTest,testCopy_inputStreamToOutputStream,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-io,org.apache.commons.io,IOUtilsCopyTest,testCopy_inputStreamToOutputStream,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.io.output.ByteArrayOutputStream.toByteArray; org.apache.commons.io.output.ByteArrayOutputStream.size; org.apache.commons.io.IOUtils.copy
commons-io,org.apache.commons.io,IOUtilsCopyTest,testCopy_inputStreamToOutputStream_IO84,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-io,org.apache.commons.io,IOUtilsCopyTest,testCopy_inputStreamToOutputStream_IO84,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.io.IOUtils.copyLarge; org.apache.commons.io.IOUtils.copy
commons-io,org.apache.commons.io,IOUtilsCopyTest,testCopy_inputStreamToOutputStreamWithBufferSize,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-io,org.apache.commons.io,IOUtilsCopyTest,testCopy_inputStreamToWriter,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-io,org.apache.commons.io,IOUtilsCopyTest,testCopy_inputStreamToWriter,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.io.output.ByteArrayOutputStream.toByteArray; org.apache.commons.io.output.ByteArrayOutputStream.size
commons-io,org.apache.commons.io,IOUtilsCopyTest,testCopy_inputStreamToWriter_Encoding,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-io,org.apache.commons.io,IOUtilsCopyTest,testCopy_inputStreamToWriter_Encoding_nullEncoding,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-io,org.apache.commons.io,IOUtilsCopyTest,testCopy_inputStreamToWriter_Encoding_nullEncoding,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.io.output.ByteArrayOutputStream.toByteArray; org.apache.commons.io.output.ByteArrayOutputStream.size
commons-io,org.apache.commons.io,IOUtilsCopyTest,testCopy_readerToAppendable,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-io,org.apache.commons.io,IOUtilsCopyTest,testCopy_readerToAppendable,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.io.output.ByteArrayOutputStream.toByteArray; org.apache.commons.io.output.ByteArrayOutputStream.size
commons-io,org.apache.commons.io,IOUtilsCopyTest,testCopy_readerToAppendable_IO84,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-io,org.apache.commons.io,IOUtilsCopyTest,testCopy_readerToOutputStream,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-io,org.apache.commons.io,IOUtilsCopyTest,testCopy_readerToOutputStream,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.io.output.ByteArrayOutputStream.toByteArray; org.apache.commons.io.output.ByteArrayOutputStream.size
commons-io,org.apache.commons.io,IOUtilsCopyTest,testCopy_readerToOutputStream_Encoding_nullEncoding,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-io,org.apache.commons.io,IOUtilsCopyTest,testCopy_readerToOutputStream_Encoding_nullEncoding,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.io.output.ByteArrayOutputStream.toByteArray; org.apache.commons.io.output.ByteArrayOutputStream.size
commons-io,org.apache.commons.io,IOUtilsCopyTest,testCopy_readerToWriter,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-io,org.apache.commons.io,IOUtilsCopyTest,testCopy_readerToWriter,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.io.output.ByteArrayOutputStream.toByteArray; org.apache.commons.io.output.ByteArrayOutputStream.size
commons-io,org.apache.commons.io,IOUtilsCopyTest,testCopy_readerToWriter_IO84,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-io,org.apache.commons.io,IOUtilsCopyTest,testCopy_URLToFile,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-io,org.apache.commons.io,IOUtilsCopyTest,testCopy_URLToOutputStream,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-io,org.apache.commons.io,IOUtilsMultithreadedSkipTest,testSkipFullyOnInflaterInputStream_New_bytes,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-io,org.apache.commons.io,IOUtilsMultithreadedSkipTest,testSkipFullyOnInflaterInputStream_ThreadLocal,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-io,org.apache.commons.io,IOUtilsTest,testAsBufferedInputStream,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-io,org.apache.commons.io,IOUtilsTest,testAsBufferedInputStreamWithBufferSize,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-io,org.apache.commons.io,IOUtilsTest,testAsBufferedInputStreamWithBufferSize,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.io.IOUtils.buffer; org.apache.commons.io.IOUtils.buffer
commons-io,org.apache.commons.io,IOUtilsTest,testAsBufferedNull,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-io,org.apache.commons.io,IOUtilsTest,testAsBufferedOutputStream,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-io,org.apache.commons.io,IOUtilsTest,testAsBufferedOutputStreamWithBufferSize,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-io,org.apache.commons.io,IOUtilsTest,testAsBufferedReader,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-io,org.apache.commons.io,IOUtilsTest,testAsBufferedReaderWithBufferSize,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-io,org.apache.commons.io,IOUtilsTest,testAsBufferedWriter,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-io,org.apache.commons.io,IOUtilsTest,testAsBufferedWriterWithBufferSize,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-io,org.apache.commons.io,IOUtilsTest,testAsWriterAppendable,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-io,org.apache.commons.io,IOUtilsTest,testAsWriterStringBuilder,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-io,org.apache.commons.io,IOUtilsTest,testClose,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-io,org.apache.commons.io,IOUtilsTest,testCloseConsumer,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 12
commons-io,org.apache.commons.io,IOUtilsTest,testCloseConsumer,Exceptional handling,The tool detected the smell in this test method because the test throws exception(s) from test (rather than using assertThrows method or expected annotation)
commons-io,org.apache.commons.io,IOUtilsTest,testCloseMulti,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-io,org.apache.commons.io,IOUtilsTest,testCloseQuietly_AllCloseableIOException,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-io,org.apache.commons.io,IOUtilsTest,testCloseQuietly_CloseableIOException,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-io,org.apache.commons.io,IOUtilsTest,testCloseQuietly_Selector,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-io,org.apache.commons.io,IOUtilsTest,testCloseQuietly_SelectorIOException,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-io,org.apache.commons.io,IOUtilsTest,testCloseQuietly_SelectorIOException,Exceptional handling,The tool detected the smell in this test method because the test throws exception(s) from test (rather than using assertThrows method or expected annotation)
commons-io,org.apache.commons.io,IOUtilsTest,testCloseQuietly_SelectorNull,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-io,org.apache.commons.io,IOUtilsTest,testCloseQuietly_SelectorTwice,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-io,org.apache.commons.io,IOUtilsTest,testCloseQuietly_ServerSocket,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-io,org.apache.commons.io,IOUtilsTest,testCloseQuietly_ServerSocketIOException,Exceptional handling,The tool detected the smell in this test method because the test throws exception(s) from test (rather than using assertThrows method or expected annotation)
commons-io,org.apache.commons.io,IOUtilsTest,testCloseQuietly_Socket,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-io,org.apache.commons.io,IOUtilsTest,testCloseQuietly_SocketIOException,Exceptional handling,The tool detected the smell in this test method because the test throws exception(s) from test (rather than using assertThrows method or expected annotation)
commons-io,org.apache.commons.io,IOUtilsTest,testCloseURLConnection,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-io,org.apache.commons.io,IOUtilsTest,testConstants,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
commons-io,org.apache.commons.io,IOUtilsTest,testConstants,Conditional test logic,The tool detected the smell in this test method because the test wraps the assert statements within control flow statements.
commons-io,org.apache.commons.io,IOUtilsTest,testConsumeInputStream,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-io,org.apache.commons.io,IOUtilsTest,testConsumeInputStream,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.io.IOUtils.consume; org.apache.commons.io.IOUtils.copy
commons-io,org.apache.commons.io,IOUtilsTest,testConsumeReader,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-io,org.apache.commons.io,IOUtilsTest,testContentEquals_InputStream_InputStream,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 15
commons-io,org.apache.commons.io,IOUtilsTest,testContentEquals_Reader_Reader,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
commons-io,org.apache.commons.io,IOUtilsTest,testContentEqualsIgnoreEOL,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-io,org.apache.commons.io,IOUtilsTest,testCopy_ByteArray_OutputStream,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-io,org.apache.commons.io,IOUtilsTest,testCopy_ByteArray_Writer,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-io,org.apache.commons.io,IOUtilsTest,testCopy_String_Writer,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-io,org.apache.commons.io,IOUtilsTest,testCopyLarge_CharExtraLength,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-io,org.apache.commons.io,IOUtilsTest,testCopyLarge_CharFullLength,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-io,org.apache.commons.io,IOUtilsTest,testCopyLarge_CharNoSkip,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-io,org.apache.commons.io,IOUtilsTest,testCopyLarge_CharSkip,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-io,org.apache.commons.io,IOUtilsTest,testCopyLarge_ExtraLength,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-io,org.apache.commons.io,IOUtilsTest,testCopyLarge_FullLength,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-io,org.apache.commons.io,IOUtilsTest,testCopyLarge_NoSkip,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-io,org.apache.commons.io,IOUtilsTest,testCopyLarge_Skip,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-io,org.apache.commons.io,IOUtilsTest,testCopyLarge_SkipWithInvalidOffset,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-io,org.apache.commons.io,IOUtilsTest,testRead_ReadableByteChannel,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-io,org.apache.commons.io,IOUtilsTest,testReadFully_InputStream__ReturnByteArray,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-io,org.apache.commons.io,IOUtilsTest,testReadFully_InputStream_ByteArray,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-io,org.apache.commons.io,IOUtilsTest,testReadFully_ReadableByteChannel,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
commons-io,org.apache.commons.io,IOUtilsTest,testReadFully_Reader,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-io,org.apache.commons.io,IOUtilsTest,testReadLines_InputStream,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-io,org.apache.commons.io,IOUtilsTest,testReadLines_InputStream_String,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-io,org.apache.commons.io,IOUtilsTest,testReadLines_Reader,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-io,org.apache.commons.io,IOUtilsTest,testResourceToByteArray_ExistingResourceAtRootPackage,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-io,org.apache.commons.io,IOUtilsTest,testResourceToByteArray_ExistingResourceAtRootPackage_WithClassLoader,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-io,org.apache.commons.io,IOUtilsTest,testResourceToByteArray_ExistingResourceAtSubPackage,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-io,org.apache.commons.io,IOUtilsTest,testResourceToByteArray_ExistingResourceAtSubPackage_WithClassLoader,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-io,org.apache.commons.io,IOUtilsTest,testResourceToString_ExistingResourceAtRootPackage,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
