Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
commons-io,org.apache.commons.io.comparator,ExtensionFileComparator,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: serialVersionUID; EXTENSION_COMPARATOR; EXTENSION_REVERSE; EXTENSION_INSENSITIVE_COMPARATOR; EXTENSION_INSENSITIVE_REVERSE; EXTENSION_SYSTEM_COMPARATOR; EXTENSION_SYSTEM_REVERSE; ioCase
commons-io,org.apache.commons.io.comparator,LastModifiedFileComparator,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: serialVersionUID; LASTMODIFIED_COMPARATOR; LASTMODIFIED_REVERSE
commons-io,org.apache.commons.io.comparator,LastModifiedFileComparator,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AbstractFileComparator
commons-io,org.apache.commons.io.comparator,NameFileComparator,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: serialVersionUID; NAME_COMPARATOR; NAME_REVERSE; NAME_INSENSITIVE_COMPARATOR; NAME_INSENSITIVE_REVERSE; NAME_SYSTEM_COMPARATOR; NAME_SYSTEM_REVERSE; ioCase
commons-io,org.apache.commons.io.comparator,PathFileComparator,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: serialVersionUID; PATH_COMPARATOR; PATH_REVERSE; PATH_INSENSITIVE_COMPARATOR; PATH_INSENSITIVE_REVERSE; PATH_SYSTEM_COMPARATOR; PATH_SYSTEM_REVERSE; ioCase
commons-io,org.apache.commons.io.comparator,ReverseFileComparator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.comparator,SizeFileComparator,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: serialVersionUID; SIZE_COMPARATOR; SIZE_REVERSE; SIZE_SUMDIR_COMPARATOR; SIZE_SUMDIR_REVERSE; sumDirectoryContents
commons-io,org.apache.commons.io.comparator,ComparatorAbstractTest,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: dir; comparator; reverse; equalFile1; equalFile2; lessFile; moreFile
commons-io,org.apache.commons.io.comparator,CompositeFileComparatorTest,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): ComparatorAbstractTest
commons-io,org.apache.commons.io.comparator,DefaultFileComparatorTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.comparator,DefaultFileComparatorTest,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): ComparatorAbstractTest
commons-io,org.apache.commons.io.comparator,ExtensionFileComparatorTest,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): ComparatorAbstractTest
commons-io,org.apache.commons.io.comparator,LastModifiedFileComparatorTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.comparator,LastModifiedFileComparatorTest,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): ComparatorAbstractTest
commons-io,org.apache.commons.io.comparator,NameFileComparatorTest,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): ComparatorAbstractTest
commons-io,org.apache.commons.io.comparator,PathFileComparatorTest,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): ComparatorAbstractTest
commons-io,org.apache.commons.io.comparator,SizeFileComparatorTest,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): ComparatorAbstractTest
commons-io,org.apache.commons.io.file,AccumulatorPathVisitor,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: FileUtils; PathUtils; AccumulatorPathVisitor
commons-io,org.apache.commons.io.file,Counters.AbstractPathCounters,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: byteCounter; directoryCounter; fileCounter
commons-io,org.apache.commons.io.file,Counters.AbstractPathCounters,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.file,Counters.BigIntegerCounter,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: value
commons-io,org.apache.commons.io.file,Counters.BigIntegerCounter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.file,Counters.BigIntegerPathCounters,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
commons-io,org.apache.commons.io.file,Counters.BigIntegerPathCounters,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.file,Counters.Counter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.file,Counters.LongCounter,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: value
commons-io,org.apache.commons.io.file,Counters.LongCounter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.file,Counters.LongPathCounters,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
commons-io,org.apache.commons.io.file,Counters.LongPathCounters,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.file,Counters.NoopCounter,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: INSTANCE
commons-io,org.apache.commons.io.file,Counters.NoopCounter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.file,Counters.NoopPathCounters,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: INSTANCE
commons-io,org.apache.commons.io.file,Counters.NoopPathCounters,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.file,Counters.PathCounters,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.file,CountingPathVisitor,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): SimplePathVisitor
commons-io,org.apache.commons.io.file,FilesUncheck,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 56 public methods
commons-io,org.apache.commons.io.file,NoopPathVisitor,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: INSTANCE
commons-io,org.apache.commons.io.file,NoopPathVisitor,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): SimplePathVisitor
commons-io,org.apache.commons.io.file,PathUtils,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: equals; relativeFileList1; relativeFileList2; OPEN_OPTIONS_TRUNCATE; OPEN_OPTIONS_APPEND; EMPTY_COPY_OPTIONS; EMPTY_DELETE_OPTION_ARRAY; EMPTY_FILE_ATTRIBUTE_ARRAY; EMPTY_FILE_VISIT_OPTION_ARRAY; EMPTY_LINK_OPTION_ARRAY; NOFOLLOW_LINK_OPTION_ARRAY; NULL_LINK_OPTION; EMPTY_OPEN_OPTION_ARRAY; EMPTY_PATH_ARRAY
commons-io,org.apache.commons.io.file,PathUtils,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 79 public methods
commons-io,org.apache.commons.io.file,PathUtils.RelativeSortedPaths,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: equals; relativeFileList1; relativeFileList2
commons-io,org.apache.commons.io.file,PathUtils.RelativeSortedPaths,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.file,SimplePathVisitor,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): PathVisitor
commons-io,org.apache.commons.io.file,StandardDeleteOption,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
commons-io,org.apache.commons.io.file,AbstractTempDirTest,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: managedTempDirPath; tempDirPath; tempDirFile
commons-io,org.apache.commons.io.file,CleaningPathVisitorTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.file,CleaningPathVisitorTest,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): TestArguments
commons-io,org.apache.commons.io.file,CopyDirectoryVisitorTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.file,CopyDirectoryVisitorTest,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): TestArguments
commons-io,org.apache.commons.io.file,CountersTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.file,CountersTest,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): TestArguments
commons-io,org.apache.commons.io.file,CountingPathVisitorTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.file,CountingPathVisitorTest,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): TestArguments
commons-io,org.apache.commons.io.file,DeletablePath,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): PathWrapper
commons-io,org.apache.commons.io.file,DeletingPathVisitorTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.file,DeletingPathVisitorTest,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): TestArguments
commons-io,org.apache.commons.io.file,FilesUncheckTest,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 57 public methods
commons-io,org.apache.commons.io.file,PathUtilsContentEqualsTest,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: temporaryFolder
commons-io,org.apache.commons.io.file,PathUtilsDeleteDirectoryTest,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AbstractTempDirTest
commons-io,org.apache.commons.io.file,PathUtilsDeleteTest,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AbstractTempDirTest
commons-io,org.apache.commons.io.file,PathUtilsIsEmptyTest,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DIR_SIZE_1; FILE_SIZE_0; FILE_SIZE_1
commons-io,org.apache.commons.io.file,PathUtilsTest,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AbstractTempDirTest
commons-io,org.apache.commons.io.file,PathUtilsTest,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 35 public methods
commons-io,org.apache.commons.io.file,PathUtilsVisitorTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.file,PathWrapper,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 32 public methods
commons-io,org.apache.commons.io.file,TempDirectory,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): DeletablePath
commons-io,org.apache.commons.io.file,TempFile,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): DeletablePath
commons-io,org.apache.commons.io.file.attribute,FileTimes,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: EPOCH; WINDOWS_EPOCH_OFFSET; HUNDRED_NANOS_PER_SECOND; HUNDRED_NANOS_PER_MILLISECOND
commons-io,org.apache.commons.io.filefilter,AbstractFileFilter,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): IOFileFilter; PathVisitor
commons-io,org.apache.commons.io.filefilter,AbstractFileFilter,Wide Hierarchy,The tool detected the smell in this class because the number of children for the class is large. This class has following sub-classes: AgeFileFilter; AndFileFilter; CanExecuteFileFilter; CanReadFileFilter; CanWriteFileFilter; DelegateFileFilter; DirectoryFileFilter; EmptyFileFilter; FileEqualsFileFilter; FileFileFilter; HiddenFileFilter; MagicNumberFileFilter; NameFileFilter; NotFileFilter; OrFileFilter; PathEqualsFileFilter; PathMatcherFileFilter; PathVisitorFileFilter; PrefixFileFilter; RegexFileFilter; SizeFileFilter; SuffixFileFilter; SymbolicLinkFileFilter; WildcardFileFilter; WildcardFilter
commons-io,org.apache.commons.io.filefilter,CanExecuteFileFilter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: CAN_EXECUTE; CANNOT_EXECUTE; serialVersionUID
commons-io,org.apache.commons.io.filefilter,CanReadFileFilter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: CAN_READ; CANNOT_READ; READ_ONLY; serialVersionUID
commons-io,org.apache.commons.io.filefilter,CanWriteFileFilter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: CAN_WRITE; CANNOT_WRITE; serialVersionUID
commons-io,org.apache.commons.io.filefilter,DirectoryFileFilter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: DIRECTORY; INSTANCE; serialVersionUID
commons-io,org.apache.commons.io.filefilter,EmptyFileFilter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: EMPTY; NOT_EMPTY; serialVersionUID
commons-io,org.apache.commons.io.filefilter,FalseFileFilter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: TO_STRING; FALSE; INSTANCE; serialVersionUID
commons-io,org.apache.commons.io.filefilter,FalseFileFilter,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: FalseFileFilter; TrueFileFilter
commons-io,org.apache.commons.io.filefilter,FileFileFilter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: INSTANCE; FILE; serialVersionUID
commons-io,org.apache.commons.io.filefilter,FileFilterUtils,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 42 public methods
commons-io,org.apache.commons.io.filefilter,HiddenFileFilter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: HIDDEN; serialVersionUID; VISIBLE
commons-io,org.apache.commons.io.filefilter,IOFileFilter,Cyclic Hierarchy,The tool detected the smell in this class because the class depends on one of its subclasses (creating cycle in the hierarchy). The class is dependent on the following subclass: AbstractFileFilter
commons-io,org.apache.commons.io.filefilter,NotFileFilter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.filefilter,PathEqualsFileFilter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.filefilter,SymbolicLinkFileFilter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: INSTANCE; serialVersionUID
commons-io,org.apache.commons.io.filefilter,TrueFileFilter,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: TO_STRING; serialVersionUID; TRUE; INSTANCE
commons-io,org.apache.commons.io.filefilter,WildcardFileFilter.Builder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: wildcards; ioCase
commons-io,org.apache.commons.io.filefilter,WildcardFileFilter.Builder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.filefilter,AbstractFilterTest,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: SVN_DIR_NAME; WINDOWS; temporaryFolder
commons-io,org.apache.commons.io.filefilter,AndFileFilterTest,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): ConditionalFileFilterAbstractTest
commons-io,org.apache.commons.io.filefilter,ConditionalFileFilterAbstractTest,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): IOFileFilterAbstractTest
commons-io,org.apache.commons.io.filefilter,FileFilterTest,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AbstractFilterTest
commons-io,org.apache.commons.io.filefilter,FileFilterTest,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 55 public methods
commons-io,org.apache.commons.io.filefilter,IOFileFilterAbstractTest.TesterFalseFileFilter,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: serialVersionUID; invoked
commons-io,org.apache.commons.io.filefilter,IOFileFilterAbstractTest.TesterFalseFileFilter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.filefilter,IOFileFilterAbstractTest.TesterTrueFileFilter,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: serialVersionUID; invoked
commons-io,org.apache.commons.io.filefilter,IOFileFilterAbstractTest.TesterTrueFileFilter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.filefilter,OrFileFilterTest,Imperative Abstraction,The tool detected the smell in this class because it looks like that an operation is turned into a class. This class contains only the following public method: setUpTestFilters
commons-io,org.apache.commons.io.filefilter,OrFileFilterTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.filefilter,OrFileFilterTest,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): ConditionalFileFilterAbstractTest
commons-io,org.apache.commons.io.filefilter,PathMatcherFileFilterTest,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AbstractFilterTest
commons-io,org.apache.commons.io.filefilter,SymbolicLinkFileFilterTest,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: TARGET_SHORT_NAME; TARGET_EXT; TARGET_NAME; DIRECTORY_NAME; DIRECTORY_LINK_NAME; MISSING; testTargetFile; testTargetPath; parentDirectoryFile; testLinkFile; linkName; testLinkPath; targetDirFile; targetDirPath; testLinkDirPath; testLinkDirFile; missingFileFile; missingFilePath; filter; serialVersionUID
commons-io,org.apache.commons.io.filefilter,WildcardFileFilterTest,Imperative Abstraction,The tool detected the smell in this class because it looks like that an operation is turned into a class. This class contains only the following public method: testWildcard
commons-io,org.apache.commons.io.filefilter,WildcardFileFilterTest,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AbstractFilterTest
commons-io,org.apache.commons.io.function,Constants,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: IOStream; IOStreamAdapter; IOPredicate; Uncheck; IOBiConsumer; Constants; IOBiFunction; IOFunction; IOConsumer; IOStreams; Erase; IOComparator; IOSupplier; IORunnable; IOTriConsumer; IOQuadFunction; IOTriFunction; IOIntSupplier; IOLongSupplier; IOBinaryOperator
commons-io,org.apache.commons.io.function,IOIterator,Cyclic Hierarchy,The tool detected the smell in this class because the class depends on one of its subclasses (creating cycle in the hierarchy). The class is dependent on the following subclass: IOIteratorAdapter
commons-io,org.apache.commons.io.function,IOSpliterator,Cyclic Hierarchy,The tool detected the smell in this class because the class depends on one of its subclasses (creating cycle in the hierarchy). The class is dependent on the following subclass: IOSpliteratorAdapter
commons-io,org.apache.commons.io.function,IOStream,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): IOBaseStream
commons-io,org.apache.commons.io.function,IOStream,Cyclic Hierarchy,The tool detected the smell in this class because the class depends on one of its subclasses (creating cycle in the hierarchy). The class is dependent on the following subclass: IOStreamAdapter
commons-io,org.apache.commons.io.function,IOStream,Insufficient Modularization,The tool detected the smell in this class because the class contains large number of methods. Total methods in the class: 42 methods
commons-io,org.apache.commons.io.function,IOStreamAdapter,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): IOBaseStreamAdapter; IOStream
commons-io,org.apache.commons.io.function,UncheckedIOBaseStream,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.function,UncheckedIOIterator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.function,UncheckedIOSpliterator,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.function,IOBaseStreamTest.IOBaseStreamFixture,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: baseStream
commons-io,org.apache.commons.io.function,IOBaseStreamTest.IOBaseStreamFixture,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.function,IOBaseStreamTest.IOBaseStreamPathFixture,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
commons-io,org.apache.commons.io.function,IOBaseStreamTest.IOBaseStreamPathFixture,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.function,IOBaseStreamTest.MyRuntimeException,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: serialVersionUID
commons-io,org.apache.commons.io.function,IOBaseStreamTest.MyRuntimeException,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.function,IOFunctionTest.Holder,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: value
commons-io,org.apache.commons.io.function,IOFunctionTest.Holder,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.function,IOIntStreamAdapter,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.function,IOIntStreamAdapter,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): IOBaseStreamAdapter; IOIntStream
commons-io,org.apache.commons.io.function,IOIteratorTest,Feature Envy,The tool detected a instance of this smell because testHasNext is more interested in members of the type: IOIterator
commons-io,org.apache.commons.io.function,IOSpliteratorTest,Feature Envy,The tool detected a instance of this smell because testAsSpliterator is more interested in members of the type: IOSpliterator
commons-io,org.apache.commons.io.function,IOSpliteratorTest,Feature Envy,The tool detected a instance of this smell because testCharacteristics is more interested in members of the type: IOSpliterator
commons-io,org.apache.commons.io.function,IOSpliteratorTest,Feature Envy,The tool detected a instance of this smell because testEstimateSize is more interested in members of the type: IOSpliterator
commons-io,org.apache.commons.io.function,IOSpliteratorTest,Feature Envy,The tool detected a instance of this smell because testGetComparator is more interested in members of the type: IOSpliterator
commons-io,org.apache.commons.io.function,IOSpliteratorTest,Feature Envy,The tool detected a instance of this smell because testGetExactSizeIfKnown is more interested in members of the type: IOSpliterator
commons-io,org.apache.commons.io.function,IOSpliteratorTest,Feature Envy,The tool detected a instance of this smell because testHasCharacteristics is more interested in members of the type: IOSpliterator
commons-io,org.apache.commons.io.function,IOSpliteratorTest,Feature Envy,The tool detected a instance of this smell because testTrySplit is more interested in members of the type: IOSpliterator
commons-io,org.apache.commons.io.function,IOStreamTest,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 52 public methods
commons-io,org.apache.commons.io.function,PathBaseStream,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-io,org.apache.commons.io.function,PathStream,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
